Name,URL,Description,Price,Process Method,Total Score,Cultivar,Farm Gate,Region,Processing,Drying Method,Arrival Date,Lot Size,Bag Size,Packaging,Cultivar Detail,Grade,Appearance,Roast Recommendations,Type,Farm Notes,Latitude,Longitude,DryFragrance,WetAroma,Brightness,FlavorCup,CupBody,Finish,Sweetness,CleanCup,Complexity,Uniformity,Floral,Honey,Sugar,Caramel,Fruit,Citrus,Berry,Cocoa,Nuts,Rustic,Spice,FlavorBody
Honduras El Sauce Esteban Chávez,https://www.sweetmarias.com/honduras-el-sauce-esteban-chavez-7804.html,"Pleasantly simple cup, versatile in terms of roast level and use. Crowd-pleasing sweetness, faint accents of Matcha, and an herbal note, with a layered cocoa aftertaste. City+ to Full City+. Good for espresso.",7.95,Wet Process (Washed),86.8,"Bourbon Types, Modern Hybrids",Yes,"El Sauce, Santa Barbara",Wet Processed (Washed),Covered Sun-Dried,November 2023 Arrival,11,69 KG,GrainPro Liner,"Pacas, Parainema",SHG EP,".2 d/300gr, 15-17 Screen",City to Full City+,Farm Gate,"Esteban Chávez and his wife Leonela Villanueva, manage the 6 hectare farm, Finca El Plan, is a small farm in the El Sauce region of south-west Honduras. Esteban is the second generation to farm coffee here, following in the footsteps of his father, Constantino Madrid. Their farm sits adjacent to their home, at roughly 1550 meters above sea level. Initially planted in Bourbon, Esteban and Leonela have replanted half the farm in Parainema, and Pacas (this lot looks like a mix of the two varieties). This coffee was milled at Beneficio San Vicente, where it underwent a fermentation for a day before washing away the fruit mucilage and drying under cover for about two weeks. Beneficio San Vicente are one of Honduras' earliest champions as a specialty coffee origin rather than volume-oriented. They've worked tirelessly over the last 20 years to further this mission, reaching out to small producers in the surrounding regions to improve the coffee quality, and ultimately, the price paid for their coffees.",14.969050,-88.119568,8.2,8.5,0,8.4,9.0,8.2,8.4,8.5,7.8,8.5,0.0,0.0,3.0,3.0,0.5,0.5,0.0,3.5,1.0,0.0,0.5,3.5
Honduras Finca Zancudal Pacas,https://www.sweetmarias.com/honduras-finca-zancudal-pacas-7799.html,"Light roasts are lively, the spotlight reserved for bright notes of citrus, and black tea. Full City offers chocolatey low tones, with spiced nuance that brought to mind mole sauce. City to Full City+. Good for espresso.",8.30,Wet Process (Washed),88.1,Bourbon Types,Yes,"El Sauce, Santa Barbara",Wet Process (Washed),Patio Sun-Dried,November 2023 Arrival,11,69 KG,GrainPro Liner,Pacas,SHG EP,".2 d/300gr, 16-18 Screen",City to Full City+,Farm Gate,"Alexis Piñeda grew up working a coffee farm with his father and grandfather, learning the ropes of producing coffee from sprouting the seeds to all the intricacies of post-harvest processing. He acquired his own small, 1.75 hectare parcel about a decade ago, and redeveloped the land with all new plantings of Pacas (natural mutation of Bourbon that's prized for its smaller stature, and good cup quality). After initially selling to the commercial market, Alexis was introduced to Beneficio San Vicente, who helped him agronomical support, and connecting him with the international Specialty market. His coffee is wet processed, but with a long, 32 hour fermentation. I'd venture that the extended fermentation time is responsible for some of the fruit flavors we picked up on, a welcome addition to an otherwise bittersweet cup. Alexis's farm is called ""El Zancudal"", and sits at 1500 meters above sea level just outside the village of El Sauce, Santa Barbara Department.",14.866864,-88.077072,8.5,8.7,0,8.7,8.5,8.5,8.5,9.0,8.5,9.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,3.5,1.5,0.0,1.5,3.5
Honduras La Paz Comunidad Cabañas,https://www.sweetmarias.com/honduras-la-paz-comunidad-cabanas-7807.html,"Earth-toned sweetness, fruits that go from natural dried types, to ripe and winey. Notes of sorghum syrup, salted plum, rustic honey mead, roasted cacao and dark cocoa. City+ to Full City+. Good for espresso.",7.00,Wet Process (Washed),86.3,"Caturra Types, Bourbon Types, Modern Hybrids",Yes,"Los Planes, Cabañas, La Paz",Wet Process (Washed),Raised Bed Sun-Dried,November 2023 Arrival,30,69 KG,GrainPro Liner,"Lempira, Pacas, Catuaí, Ihcafe, Typica",SHG,"1 d/300gr, 15 - 17 screen; the coffee looks more like a honey, with oxidized fruit on the green, along with chipped beans, and some unripe coffee - see photo",City+ to Full City+,Farm Gate,"The Cabañas community began cultivating coffee in the early 2000's, planting mostly Pacas and Typica cultivars. Unfortunately, a coffee leaf rust outbreak about a decade later wiped out much of coffee in the area, nearly decimating the once lucrative coffee production as well. Undeterred, families replanted their farms, this time diversifying the coffee cultivars with disease-resistant hybrids, but also keeping any healthy Pacas/Typica that remained. Within a few years, the initial new plantings produced their first real harvest, revitalizing the coffee community in Cabañas. It was during the time of replanting that 3 farmers joined together to build a small wet mill and drying station, where local farmers could process their harvest down to the green coffee. The idea was to give community members a more direct link in the supply chain, not to mention, the opportunity to control quality from coffee cherry, all the way down to the dried green coffee in parchment. This lot is made up of coffees from 20 farmers in the town of Los Planes, within the Municipality of Cabañas. A little more than half of the coffee trees grown here are disease-resistant hybrids such as Lempira, and Ihcafe, along with the original Pacas, and Catuaí (cross of Mundo Novo, and Caturra). Most of the farms are about 2.5 hectares in size, and situated at an average altitude of 1650 meters above sea level. This coffee was purchased through Beneficio San Vicente, who also manage the dry milling and exportation. It's worth noting that the green looks rustic, and a little more like a honey processed than washed, even though it is the latter. We spotted several secondary defects, like insect damage, unripe coffee, and chipped beans. We did not pick any of these out from the coffee we roasted for review. See photo.",14.041579,-88.014016,8.3,8.5,0,8.4,8.8,8.0,8.3,8.0,8.7,8.0,0.0,2.5,3.0,0.0,2.5,2.0,2.0,3.5,0.0,3.0,0.0,4.0
Honduras Las Flores Edwin Ever Parainema,https://www.sweetmarias.com/honduras-las-flores-edwin-ever-parainema-7798.html,"Notably clean sweetness, along with vivid acidity when roasted on the lighter side. Raw sugar notes shift to a caramelized shade in the aftertaste, with glimpses of apple, herbal hints, and citrus. City to Full City.",8.30,Wet Process (Washed),88.5,Modern Hybrids,Yes,"Las Flores, Santa Barbara",Wet Process (Washed),Raised Bed Sun-Dried,November 2023 Arrival,11,69 KG,GrainPro Liner,Parainema,SHG EP,".4 d/300gr, 16-18 Screen",City to Full City,Farm Gate,"Edwin Ever Sabillon grew up in coffee, working during the harvest season with his father, picking coffee at their family farms.  When he was old enough to manage on his own, his father gave him 1/2 hectare of land planted in Catuaí, which was lost to leaf rust in 2011. Shortly after, Edwin's neighbor told him of a new varietal produced in Honduras called ""Parainema"". The name itself is a hybrid of Paraiso and nematode (""Parai"" + ""nema""), of which the cultivar is resistant to. Perhaps just as important, it's known for producing a good cup, which Edwin's neighbor could attest to having won the Cup of Excellence competition in Honduras that year. Edwin planted his 1/2 hectare in this variety and the rest is history. Edwin and his wife Jenny have since expanded their farm (""El Plan"") to 2 hectares, 1/2 of which is planted in Parainema. Their 1400 meter farm is located in Las Flores village, within the Santa Barbara department. The family has been working with Beneficio San Vicente to improve their harvest/post-harvest practices, as well as to access a greater segment of the Specialty Coffee market.",14.708395,-88.624563,8.7,8.9,0,9.0,8.5,8.7,8.7,9.0,8.7,8.5,0.5,0.0,3.5,2.0,1.5,1.0,0.0,2.5,0.5,0.0,1.0,3.5
Honduras San Luis Carlos Umberto Pacas,https://www.sweetmarias.com/honduras-san-luis-carlos-umberto-pacas-7802.html,"City+ is a good starting point, where sweetness balances out cup flavors, and brings some symmetry to the cup. Notes of palm sugar, pistachio, chocolate bittersweets, and an oaky hint. City+ to Full City+. Good for espresso.",7.95,Wet Process (Washed),86.5,Bourbon Types,Yes,"San Luis Planes, Santa Barbara",Wet Process (Washed),Raised Bed Sun-Dried,November 2023 Arrival,10,69 KG,GrainPro Liner,Pacas,SHG,".6 d/300gr, 16-18 Screen",City+ to Full City+,Farm Gate,"Carlos Umberto's farm, ""El Danto"", is located in the village of San Luis Planes, within south-western Honduras region of Santa Barbara. His farm sits at roughly 1400 meters above sea level. Unlike so many Honduran farmers who have hedged on growing disease-resistant coffee varieties, Don Carlos has planted much of his farm in Pacas, a natural mutation of Bourbon. The only hybrid he has chosen to plant is Parainema, identified by its elongated seeds, and known for producing high cup quality. His coffee is milled and exported by Beneficio San Vicente, arguably one of the first exporters to promote single-farmer, micro-lot coffees in Honduras, rather than taking a volume-oriented approach. They've worked tirelessly over the last 20 years to further this mission, reaching out to small producers in the surrounding regions to improve the coffee quality, and ultimately, the price paid for their coffees.",14.977689,-88.125511,8.2,8.5,0,8.5,8.5,8.3,8.5,8.5,8.2,8.5,0.0,0.0,3.0,1.0,1.5,1.5,0.0,3.5,2.0,0.5,1.0,3.5
Nicaragua Buenos Aires Maracaturra,https://www.sweetmarias.com/nicaragua-buenos-aires-maracaturra-7683.html,"This varietal selection makes a complex Nicaraguan cup, tea-like and delicate, with bright hints of English Breakfast tea and orange zest, fading to a bittersweet flavor of burnt sugar candies in the finish. City to City+.",8.30,Wet Process (Washed),88.2,Modern Hybrids,Yes,"Dipilto, Nueva Segovia",Wet Process (Washed),Raised Bed Sun-Dried,July 2023 Arrival,20,69 KG,GrainPro Liner,Maracaturra,SHB EP,".2 d/300gr, 18+ Screen; these beans are LARGE, and can be difficult to pass through burr grinders",City to City+,Farm Gate,"This Maracaturra cultivar selection comes from Cafetalera Finca Buenos Aires based out of the town of Ocotal. The Maracaturra cultivar is a large bean variety of coffee, a cross between Caturra and the so-called ""Elephant Bean"", Maragogype. It seems to be grown mostly in Nicaragua although I have found nice examples in El Salvador too. Buenos Aires is a rather low farm compared to other origins we buy, with this lot coming from about 1200 meters. This coffee is wet processed, which means that the whole cherry is mechanically separated from the coffee seed, and then the sticky layer of mucilage is broken down and removed using overnight wet fermentation. This tends to produce higher acidity levels, and often a cleaner, more clear set of cup flavors all around. Maracturra can be tricky to roast due to the enormous bean size requiring a little extra time to develop the inside of the bean. If you have the ability to control heat on your roaster, try a ""slow and low"" approach, slightly extending the beginning roast leg before 1st crack in order to produce a little more roast consistency from the inside out.",13.626064,-86.487041,8.6,8.7,0,8.7,8.5,8.6,8.5,8.8,8.7,9.0,0.5,3.0,3.0,1.0,1.5,1.5,0.0,2.0,0.5,0.0,1.0,3.5
Nicaragua Finca San Salvador,https://www.sweetmarias.com/nicaragua-finca-san-salvador-7679.html,"Well-developed bittersweetness with notes of hazelnut-chocolate, caramel, barley malt, walnut, baker's chocolate, and a hickory smoke finishing accent. City+ to Full City+. Good for espresso and milk drinks.",7.15,Wet Process (Washed),86.4,Caturra Types,Yes,"Dipilto, Nueva Segovia",Wet Process (Washed),Patio Sun-Dried,July 2023 Arrival,30,69 KG,GrainPro Liner,Caturra,SHG EP,".4 d/300gr, 15-17 Screen",City+ to Full City+,Farm Gate,"Finca San Salvador is another farm operated by producer Luis Emilio Valladarez (also operates Finca Buenos Aires another coffee we purchased this year). Finca San Salvador came under his direction and ownership about 4 years ago now, thriving from his expertise and leadership and actually placed top 30 a couple years back at the Nicaraguan Cup of Excellence competition. It is located in the Dipilto area, in an area with a pleasant microclimate, with ample sun for drying coffee. They mechanically wash the coffee using a Penagos depulper that removes the coffee cherry and mucilage layer in one pass, not relying on fermentation to break down the sticky fruit. The coffee is then soaked in tanks overnight with fresh water to further clean the seed before washing in long cement channels where any remaining fruit is removed by agitating the coffee with long wooden paddles as it moves to the end. The coffee is transported from the beneficio to Buenos Aires dry mill in Ocotal where it is dried and prepared for export.",13.721348,-86.507888,8.2,8.5,0,8.3,9.0,8.2,8.2,8.5,7.5,9.0,0.0,0.0,2.5,1.5,0.0,0.0,0.0,4.0,2.0,0.0,0.0,4.0
Nicaragua Los Altiplanos Java,https://www.sweetmarias.com/nicaragua-los-altiplanos-java-7715.html,"Mild Java cultivar characteristics, herbal aromatics, moderate supporting sweetness and acidity, and accents of Malta barley soda, buckwheat tea, lemon zest, woody cinnamon stick, and soft bittersweetness. City+ to Full City.",7.40,Wet Process (Washed),87.6,Heirloom Types,No,Jinotega,Wet Process (Washed),Patio Sun-Dried,August 2023 Arrival,25,69 KG,GrainPro Liner,Patio Sun-Dried,SHB EP,".4 d/300gr, 16-18 Screen",City+ to Full City,Farm Gate,"I generally don't fixate on cultivar when cupping our Nicaraguas, most being Caturra or hybrid types that lend to balanced bittersweetness, and mild-to-moderate acidity when grown at the upper altitudes. But when I hear ""Java"" (or Gesha for that matter!), my ears perk up a bit. This unique cultivar came to Central America by way of Cameroon, through transfer and cultivation on the isle of Java. It resembles some Ethiopian heirlooms in physical appearance, and also tends to produce aromatic cup when roasted light. In a word, it's interesting! Most farms we buy Java from only grow a small amount. Needless to say, we were pretty excited to come across this uncharacteristically large lot from Los Altiplanos, who've gone all in with this unique cultivar. Their 78 hectare farm has a large portion of the farm devoted to Java, and this lot we selected was a whopping 49 bags! The Los Altiplanos farm is owned and managed by Ricardo Cuadra, whose family have been growing coffee in this region for more than 100 years. His farm is located near Jinotega, near the mountain reserve of Datanli el Diablo, with altitudes reaching upwards of 1300 meters. We have not visited Ricardo's farm, but hope to next harvest.",13.145145,-85.897092,8.5,8.7,0,8.7,8.5,8.2,8.5,8.2,8.8,9.0,0.0,3.5,3.0,2.0,1.0,1.0,0.0,1.5,0.0,0.0,2.5,3.5
Ethiopia Organic Wolenso Dabessa SWP Decaf,https://www.sweetmarias.com/ethiopia-organic-wolenso-dabessa-swp-decaf-7853.html,"Convincing base sweetness, with aromatic top notes, and accents of fruits and berries. Flavor profiles hint at molasses, date sugar, plum, and blackberry, with perceptible acidity in the lightest roasts. City to Full City.",9.10,Swiss Water Decaf,88.7,Heirloom Types,Yes,"Wolenso, Limu Kossa","Dry Process (Natural), then Swiss Water Process Decaf",Raised Bed Sun-Dried,January 2024 Arrival,112,60 KG,GrainPro Liner,Heirloom Cultivars,Grade 1,".8 d/300gr, 15-17 Screen - some broken, misshapen beans from decaffeination",City to Full City,"Farm Gate, Organic/Fair Trade Cert., Decaf","This decaf originated from Dabessa coffee farm, located near the village of  Wolensu, in Limu Kossa region. This 150 hectare farm and processing site is owned and operated by Mesfin Dabessa and his family. They are producing both dry process and fully washed coffees, having erected a washing station onsite back in 2015. This lot is a dry process coffee, where the whole cherry is laid to dry on raised beds and not removed until both fruit and seed (green ""bean"") are down to 10-11% moisture. We've found that adding fruitier naturals to the equation helps lock in some of what we think of as Ethiopian origin characteristics, which is what we've done here. Wolenso Dabessa was acquired as part of a land grant by the government in 2008, where large areas of semi-forested area were given to farmers with the idea that planting coffee while preserving the natural forest canopy would be an improvement toward sustainability. While this is where Dabessa got his start, his father's history growing coffee in the region dates back to 1946. Dabessa's washing station happens to be on the site of his original farm. The farm and mill sit at around 1800 meters above sea level, and coffee is grown up to 2000. Check out the video tour we put together of Wolenso Dabessa HERE. We sent a chunk of this coffee off for decaffeination at Swiss Water Coffee in Vancouver, BC. and are thrilled with the results. The Swiss decaf method is one of the gentler processes, using only water to remove 99.9% of the decaf, and leaving some of the volatile compounds that affect flavor and aroma intact.",7.993099,37.018671,8.4,8.7,0,8.6,8.5,8.4,8.5,8.3,8.8,9.0,0.5,2.0,3.5,0.0,2.0,0.0,2.0,3.0,0.0,1.0,0.0,3.5
Indonesia Nusantara SWP Decaf,https://www.sweetmarias.com/indonesia-nusantara-swp-decaf-7855.html,"Very approachable bittersweetness, with identifiable hints of origin characteristics like brown rice syrup, palm sugar, herbal tarragon, and some very subtle fruits. City+ to Full City+. Good for espresso.",8.85,Swiss Water Decaf,86.8,Modern Hybrids,No,"Aceh, Sumatra and Java Sunda","Wet Hulled (Giling Basah), then SWP Decaf",Patio Sun-Dried,January 2024 Arrival,42,60 KG,GrainPro Liner,"Ateng, Jember, Tim Tim",Grade 1,".8 d/300gr, 16-18 Screen - expect some broken beans from the decaf process",City+ to Full City+,Farm Gate,"""Nusantara"" is an old Javanese term that means the ""outer islands"", in reference to part of the Indonesian archipelago. While it was originally a bit more limited in which islands were included, it is now commonly used to refer to the entire chain of Indonesian islands. We are using this name for a blend of Indonesian coffees we sourced, reserving small quantities of each for a custom Swiss Water decaf. This lot of Nusantara includes wet hulled coffee from the islands of Timor Leste, a typical body/bittersweet blend component that comes through loud and clear in decaf! In addition, we've added a really interesting ""honey labu"" processed Sumatran coffee, a hybrid honey-wet hulled processing technic that we started seeing in Aceh a few years back. Both coffees were grown around 1500 meters above sea level. The honey labu coffees we've purchased have tasted more in line with sweet, and sometimes fruited, honey process coffees, rather than herbal, earthy wet hulled. Together, they construct a chocolate-laden, big bodied, decaf, that is best roasted in the middle, City+ to Full City+ roast range. This is where it shows peak chocolate characteristics while retaining a nicely developed sweetness to balance the cup. Fantastic dual-use decaf that also makes a great base blending ingredient. Try 1:1 with Ethiopia Gera Goma SWP Decaf (click here for Coffee Shrub) for a Moka Java blend. This decaf was processed at the Swiss Water Decaf plant where their patented chemical-free, decaffeination process is employed using only water to remove 99.9% of the caffeine content.",,,7.8,8.3,0,8.2,8.7,8.0,8.0,8.0,8.8,10.0,0.0,0.0,2.5,2.0,1.0,0.0,0.0,4.0,0.0,2.5,1.5,3.5
Rwanda Milles Collines SWP Decaf,https://www.sweetmarias.com/rwanda-milles-collines-swp-decaf-7854.html,"Syrupy and sweet, flavor notes of molasses, malt syrup, caramel, cinnamon stick, chocolate malted grains, nut, aromatic herbs, and cocoa. A versatile decaf! City to Full City. Good for espresso.",9.05,Swiss Water Decaf,87.5,Bourbon Types,Yes,"Nyamasheke, Western Province","Wet Process, then SWP Decaf",Raised Bed Sun-Dried,January 2024 Arrival,68,60 KG,GrainPro Liner,Bourbon,A1,".8 d/300gr, 15-18 Screen - mostly split beans from decaffeination",City+ to Full City,"Farm Gate, Decaf","This custom decaf is made up of coffees from small holder farmers in Nyamasheke, a district that straddles the southeastern side of Lake Kivu, in Rwanda. Farmers sell their coffee in whole cherry to local milling stations where the coffee is then processed, in this case the Gatare wet mill, and Kanyege cooperative. This lot was initially wet processed before sending off to be decaffeinated. ""Milles Collines"", as Rwanda is commonly referred to, translates to ""the land of 1000 hills"" in French. The cooperatives and washing stations who contributed to this blend are situated in the villages at the tops of some of these ""collines"", affording access to the higher elevation coffees, and offering ease of delivery for these coffee farm members. Most farms in this area are situated between 1500 and 2000 meters above sea level. This is 100% Bourbon cultivar, which when grown at high altitudes produces a dense bean capable of producing a high level of sweetness. The decaffeination was handled by Swiss Water Decaf in Vancouver, BC (where we have all our decafs processed). Their chemical-free decaffeination process removes 99.9% of the caffeine, while leaving much of the volatile compounds that affect flavor and aroma intact. That means the tasty coffees we send off for decafffeination are returned with much of their original appeal. Read more about the Swiss Water Decaf process here.",-2.424761,29.220299,8.0,8.3,0,8.3,8.5,7.8,8.3,8.0,8.6,10.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,4.0,0.0,1.5,2.0,3.5
Sweet Maria's Moka Java SWP Decaf Blend,https://www.sweetmarias.com/sweet-marias-moka-java-swp-decaf-7550.html,"We refreshed the Moka Java ingredients again! Blended for bittersweetness and fruited accents, this decaf pulls together berry, chocolate low tones, earthy accents, and body. City+ to Full City+. Great decaf espresso!",8.95,Swiss Water Decaf,87.7,"Heirloom Types, Modern Hybrids",Yes,"Ethiopia, Java, Sumatra","Dry Process and Wet Hulled, then Swiss Water Process Decaf",Patio and Raised Bed Sun-Dried,Jan 2024 Arrival,N/A,N/A,GrainPro Liner,"Heirloom Cultivars, Abyssinia, Ateng, Tim Tim",Top Grades,"1 d/300gr, 14-18 Screen - mostly broken/chipped beans from decaf, you'll also notice the difference in bean size between Sumatran and Ethiopian components",City+ to Full City+,"Farm Gate, Decaf","After the success of our ""DIY Decaf Moka Java"" blend kit a few years back, we decided to start blending our own version, pre-blended for you. With a full list of coffees from Indonesia and Ethiopia, the timing for this blend was right to blend a fruity dry process Ethiopia and earthy wet-huleled Sumatra, decaffeinated at the Swiss Water Process (""SWP"") plant in Vancouver, BC. The goal of the blend was to produce a Moka Java version that showed big body, brooding bittersweetness when roasted dark, and with some dark fruit accent notes that can be tempered (or not) with roast development. The coffees that went into this blend really hit the mark. The ""original"" Moka Java was comprised of two of the earliest coffees to be exported from Yemen and Java, hence the name. I can honestly say, it's a resounding success and is hard to pinpoint as 'decaf' coffee at all! (It's worth noting that the high score should be taken in context of other decafs). This is an incredibly forgiving blend where bittersweetness is a prominent feature at a very wide range of roast levels.",5.954068,38.459853,7.7,8.3,0,8.4,8.5,7.8,8.3,7.8,8.7,10.0,0.0,0.0,2.5,2.5,1.5,0.0,1.5,3.0,0.0,2.0,1.0,3.5
Sweet Marias Cordillera Central SWP Decaf,https://www.sweetmarias.com/sweet-marias-cordillera-central-swp-decaf-7767.html,"Remarkably sweet and bright, like non-decaf Central American coffee. Pleasant acidity ties in notes of dark sugars, spices, Karo syrup, hazelnut, barley malt, and Dutch cocoa. City to Full City+. Good for espresso.",8.30,Water Process Decaf,87.8,"Caturra Types, Bourbon Types, Modern Hybrids",Yes,Central America,Swiss Water Process,N/A,November 2023 Arrival,38,60 KG,GrainPro Liner,varies,Top Grades,".8 d/300gr, 15-17 Screen - some broken, misshapen beans from decaffeination",City to Full City+,Farm Gate,"Our Cordillera Central decaf blend includes a rotating cast of coffees from countries straddling the vast mountain ranges of Central America. It's the decaf version of our popular Altiplano blend, that we keep in stock most of the year. Like Altiplano, this blend is put together with balance in mind, choosing coffees that are fresh, offer sweetness and moderate acidity, and are capable of dense chocolate roast flavors when roasted dark. We favor coffees that work well as brewed coffee and espresso, and that show well at a variety of roast levels, so that we get a decaf that hits those same marks. Swiss Water decaf in Vancouver BC are a key ingredient in that last part. Their patented chemical-free water process method is one of the gentler methods out there, and we've found that the coffees we have processed by Swiss come back tasting great. All decaffeination methods impact flavor to some extent, but the Swiss process seems to leaves some of the volatile compounds that affect flavor and aroma intact. Send off a fruity coffee, get a fruity decaf in return. Or in this case, a sweet decaf with balanced low tones and modest acidity!",,,8.4,8.5,0,8.5,8.5,8.2,8.4,8.3,8.5,9.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,3.5,1.5,0.0,1.5,3.5
Flores Anaerobic Honey Wolo Bobo,https://www.sweetmarias.com/flores-anaerobic-honey-wolo-bobo-7915.html,"A wild and wooly anaerobic process coffee from Flores that's pungent and complex, with rustic fruits and earth tones. Burnt sugars, canned pear, white wine, bitter spices, thick body, hints of tobacco. City+ to Full City+.",8.55,Anaerobic Fermentation,87,"Typica Types, Modern Hybrids",Yes,"Wolo Bobo, Bajawa",Anaerobic-Honey Process,Raised Bed Sun-Dried,February 2024 Arrival,25,60 KG,GrainPro Liner,"Jember, Typica",Grade 1,".8 d/300gr, 16-19 screen",City+ to Full City+,Farm Gate,"This hybrid anaerobic-honey process coffee has intense flavors, big fruits and syrupy body, with rustic earth and herbal notes. It's a good example of how processing can make a big impact on flavor. The first stage of processing involves first sealing the whole coffee cherry in barrels for 3 days, where an anaerobic fermentation starts in the airtight tanks. They they depulp the outer cherry, unlike the wet process method, where the sticky fruit mucilage is removed with fermentation, the coffee is dried with the fruit layer still intact. The coffee has a lot more silverskin than washed, and produces a lot more chaff during roasting. I'd advise vacuuming out your machine between roasts. The farms where this coffee is from are in close proximity to the Wawo Muda volcano on Flores island, benefiting from the nutrient rich soil in this high altitude zone (1500+ meters above sea level). Farmers in this area tend to grow a mix of older Typica trees and S795, commonly referred to as ""Jember"", a natural mutation of Typica and Liberica. Coffee is typically traded through cooperatives or coffee ""collectors"", this being the latter. It's from a few different collectors who gather from farmer groups in nearby areas such as Wolo Bobo, and Bajawa, all of it processed at a central station called Wawo Wae.",-8.779386,120.957883,8.2,8.5,0,8.3,9.3,8.2,8.5,7.5,9.5,8.2,0.0,0.0,3.0,1.0,3.5,0.0,2.0,3.0,0.0,3.0,2.0,4.5
Flores Bajawa Albertus & Reti,https://www.sweetmarias.com/flores-bajawa-albertus-reti-7916.html,"Balanced sweet and bittering tones, with moderate acidity in light roasts, and accents of whole spices. Delicious dark roasted too, thick bodied, with opaque chocolate flavors and finish. City to Full City+. Good for espresso",7.95,Wet Process (Washed),87.2,Modern Hybrids,Yes,Bajawa,Wet Process (Washed),Patio Sun-Dried,February 2024 Arrival,20,60 KG,GrainPro Liner,"S-795, Timor Hybrid",Grade 1,".4 d/300gr, 16-18 Screen",City to Full City+,Farm Gate,"This lot comes from two farmers in Bajawa region of the island of Flores, Om Albertus, and Om Reti. ""Om"" is commonly used as a term of endearment, and respect, and generally translates to ""uncle"" or ""aunt"". We traveled with Albert a few years back, which at that time, we bought his coffee under the name ""Wawo Muda"", which you may remember. Now he and his partner Reti have their own coffee site near Bajawa town where they are processing coffee down to dried parchment. The soil is rich in nutrients, and they are able to grow coffee using fully organic farm practices, though they are not certified at this time. This is a wet process coffee, and some might be surprised to find that it fits right in next to a lot of our wet process Central American coffees. That is to say, it has well-balanced bittersweetness, and acidity, and isn't earthy or rustic like a typical wet hulled Indonesian coffee. The coffee in this region is grown between altitudes of 1350 and 1550 meters above sea level.",-8.656773,121.023704,8.2,8.4,0,8.5,9.0,8.4,8.4,8.4,8.5,8.5,0.0,0.0,3.5,2.0,1.0,0.0,0.0,4.0,0.0,0.0,1.5,4.0
Flores Wet Hulled Wawo Wae,https://www.sweetmarias.com/flores-wet-hulled-wawo-wae-7909.html,"This wet hulled Flores coffee gives our earth-toned Sumatras a run for their money. Intense chocolate roast flavors flecked with notes of pine oil, sorghum syrup, tobacco, and aromatic wood. Full City to French. Good for espresso.",7.70,Wet Hulled (Giling Basah),86.5,"Typica Types, Modern Hybrids",Yes,"Wawo Wae, Bajawa",Wet Hulled (Giling Basah),Patio Sun-Dried,February 2024 Arrival,47,60 KG,GrainPro Liner,"Jember, Typica",Grade 1,"1+ d/300gr, 15-18 screen - expect some broca damage, split beans, quakers...typical of wet hulled coffee",Full City to French,Farm Gate,"The farms where this coffee is from are in close proximity to the Wawo Muda volcano on Flores island, benefiting from the nutrient rich soil in this high altitude zone (1500+ meters above sea level). Farmers in this area tend to grow a mix of older Typica trees and S795, commonly referred to as ""Jember"", a natural mutation of Typica and Liberica. Coffee is typically traded through cooperatives or coffee ""collectors"", this being the latter. It's from three different collectors who gather from farmer groups in nearby areas such as Wolo Bobo, and Bajawa, all of it processed at a central station called Wawo Wae. Unlike many of our wet process Floresian coffees, this wet hulled lot shares many similarities in the cup with rustic Sumatran coffee. When roasted dark, it produced brooding low tones and earthy sweetness, low acidity, and big body. If you're a fan of wet hulled coffees, Wawo Wae will fit right into your rotation.",-8.750948,120.971691,7.5,8.0,0,8.3,10.0,7.5,8.5,7.0,9.7,8.0,0.0,0.0,3.5,0.0,1.0,0.0,0.0,4.5,0.0,4.0,2.0,5.0
